ear,label
0.2282315273766949,1
0.1786938835921149,1
0.21027934369151313,1
0.2559693101706192,1
0.2687008044719997,1
0.2707508083963929,1
0.2236453663397559,1
0.2499182064544193,1
0.24184271602309299,1
0.18955565946288105,1
0.2261568033923346,1
0.1586983900857042,1
0.26349380283591184,1
0.25063461377367935,1
0.28114830294601145,1
0.420292339493416,1
0.22340105027410406,1
0.24258606833441426,1
0.1884588877727862,1
0.18680425592270622,1
0.19999378457530714,1
0.21059904856186304,1
0.21916401902925917,1
0.12316984656442455,1
0.37568419934680297,1
0.2700841933663786,1
0.23013401134842,1
0.22667341032805255,1
0.2876758414199243,1
0.2899280678686854,1
0.38342634436710876,1
0.40648848319928355,1
0.17057543562661948,1
0.42121554559127183,1
0.29941578615766967,1
0.22733305985353686,1
0.2718393740673109,1
0.2661811649577503,1
0.16346875453268295,1
0.15171705377180314,1
0.19647578838543045,1
0.24999347538936129,1
0.196801743823063,1
0.39370530382347946,1
0.23906092230910908,1
0.295647420905228,1
0.27590840542780837,1
0.2538409378661105,1
0.21645560734773123,1
0.18152685696787968,1
0.18871732809179664,1
0.23842491153653225,1
0.13476084648732575,1
0.2595293013271534,1
0.2788547057863653,1
0.29575751697599495,1
0.3014857697831076,1
0.24764435883157765,1
0.41327808440353175,1
0.30469622696982956,1
0.24762326081844477,1
0.16687271940629778,1
0.1466147439044778,1
0.19969246182969444,1
0.24674098084803903,1
0.20106393022418903,1
0.27076369654489285,1
0.3804164961489768,1
0.24949378530150024,1
0.20094598837622935,1
0.29072307338719605,1
0.22192086206068468,1
0.19851701409093506,1
0.26451062418581084,1
0.3721855382194037,1
0.2804319067992904,1
0.3120515150592699,1
0.26666781853414057,1
0.24471621651865472,1
0.15771971092074405,1
0.27615096793655086,1
0.2336180756635513,1
0.3881358149524766,1
0.142982123536847,1
0.33972610866569886,1
0.17225846546776458,1
0.17177725548073253,1
0.15862727425934464,1
0.48439981363013507,1
0.2689682928730649,1
0.17988850403124362,1
0.11284688131895818,1
0.41760547223508404,1
0.27027384663086673,1
0.46862189803032744,1
0.27636140400904,1
0.2505222321187321,1
0.19084500879160893,1
0.22848705434823843,1
0.1476686736885908,1
0.39955703157132183,1
0.2545706350412835,1
0.3694286760454977,1
0.22008153888113327,1
0.1486886760059093,1
0.14623031255268115,1
0.13428704287084559,1
0.18234909946171451,1
0.25986843761517264,1
0.4063086955236283,1
0.16738929469696268,1
0.4505364668549381,1
0.1489275369001275,1
0.18160377391786361,1
0.4745096737144619,1
0.18559853825965328,1
0.1580241928087036,1
0.2623611909721179,1
0.38352700338181145,1
0.23559358446869594,1
0.28839384682574565,1
0.16957665699974533,1
0.2745948917929165,1
0.17648758761935474,1
0.19505628639315015,1
0.271950766582471,1
0.1374998890954959,1
0.20783999343857518,1
0.18511843113651102,1
0.1800834875790313,1
0.3048131100397179,1
0.17352625316382297,1
0.12473153288874048,1
0.28469052993591076,1
0.1522535374654586,1
0.29032181008158475,1
0.16708747999253917,1
0.39016435192192067,1
0.26659664583636145,1
0.13311976739366047,1
0.25788142696327504,1
0.14650809616949667,1
0.1407023395060628,1
0.2527208192990769,1
0.14984289673764778,1
0.2603988594529082,1
0.17160870579221188,1
0.4217128040573931,1
0.26576224950289734,1
0.1888554935051,1
0.17313047985239538,1
0.2822266841957947,1
0.2758513547446722,1
0.2198824120888107,1
0.4127136238055238,1
0.18073489868268183,1
0.404829474032106,1
0.22708050758468706,1
0.14588941751642137,1
0.23437908093082088,1
0.252741554368921,1
0.2818475199798248,1
0.10680791934470912,1
0.21223531205832652,1
0.16767850449828597,1
0.20116700826124695,1
0.3010640194276341,1
0.1576081408198935,1
0.36190724774871985,1
0.18605572270038218,1
0.18007937296521342,1
0.31603244614590936,1
0.25266028905863736,1
0.18604013959253607,1
0.21814856246937725,1
0.22758639905449704,1
0.19639147862992345,1
0.19826794948258394,1
0.11104600998708708,1
0.3792974496882262,1
0.22809380822100664,1
0.1267622955767469,1
0.19818280964718943,1
0.26580876073880333,1
0.23367615330538405,1
0.23179540777932642,1
0.1286980247807996,1
0.19500859063217435,1
0.275,1
0.11619608099443868,1
0.1570449088366325,1
0.44843880269265074,1
0.3029803884780724,1
0.24223786468727213,1
0.17222176997028887,1
0.304241577283014,1
0.2532478120852905,1
0.12699765106696465,1
0.17772207394667117,1
0.29399878106391164,1
0.19497087106507066,1
0.2185060427393472,1
0.27252719092554745,1
0.21648580328812633,1
0.38095690136310145,1
0.2720899429386837,1
0.25880113582483255,1
0.26819513991954846,1
0.2210380559329036,1
0.261911658343544,1
0.24081921415986557,1
0.23471613680968684,1
0.13694390588382702,1
0.11355732032155962,1
0.303344059524944,1
0.41083457854961825,1
0.4179723476906313,1
0.25746562430019293,1
0.1562922358480101,1
0.25944242035626475,1
0.1469598353831031,1
0.22272387504587016,1
0.1776490402614388,1
0.22758952408747565,1
0.1321770327584401,1
0.23526430340508614,1
0.28770796637677065,1
0.2664503290459992,1
0.25079821364015376,1
0.26781791458662463,1
0.27852564102564104,1
0.2859615561802298,1
0.18343729675934894,1
0.25361080000344066,1
0.21137367390331524,1
0.3792400604985397,1
0.48478464689188894,1
0.2800221260791748,1
0.2972885662334095,1
0.20026385933607474,1
0.13154000837901014,1
0.3919980695023856,1
0.2571370509235129,1
0.13032040616561807,1
0.23438454051009427,1
0.21391743779893108,1
0.2813242069801777,1
0.1829576458216997,1
0.2469149622735427,1
0.3818054949279527,1
0.1769494586832363,1
0.3081210302918711,1
0.17267364320831774,1
